"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2017-15095,CWE-502 Deserialization of Untrusted Data,"A deserialization flaw was discovered in the jackson-databind in versions before 2.8.10 and 2.9.1, which could allow an unauthenticated user to perform code execution by sending the maliciously crafted input to the readValue method of the ObjectMapper. This issue extends the previous flaw CVE-2017-7525 by blacklisting more classes that could be used maliciously. \",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2017-17485,"","FasterXML jackson-databind through 2.8.10 and 2.9.x through 2.9.3 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 deserialization flaw. This is exploitable by sending maliciously crafted JSON input to the readValue method of the ObjectMapper, bypassing a blacklist that is ineffective if the Spring libraries are available in the classpath.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2018-1000873,CWE-20 Improper Input Validation,"Fasterxml Jackson version Before 2.9.8 contains a CWE-20: Improper Input Validation vulnerability in Jackson-Modules-Java8 that can result in Causes a denial-of-service (DoS). This attack appear to be exploitable via The victim deserializes malicious input, specifically very large values in the nanoseconds field of a time value. This vulnerability appears to have been fixed in 2.9.8.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2018-11307,CWE-502 Deserialization of Untrusted Data,"An issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.5. Use of Jackson default typing along with a gadget class from iBatis allows exfiltration of content. Fixed in 2.7.9.4, 2.8.11.2, and 2.9.6.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2018-14718,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.7 might allow remote attackers to execute arbitrary code by leveraging failure to block the slf4j-ext class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2018-14719,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.7 might allow remote attackers to execute arbitrary code by leveraging failure to block the blaze-ds-opt and blaze-ds-core classes from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2018-14720,"CWE-611 Improper Restriction of XML External Entity Reference ('XXE'), CWE-502 Deserialization of Untrusted Data",FasterXML jackson-databind 2.x before 2.9.7 might allow attackers to conduct external XML entity (XXE) attacks by leveraging failure to block unspecified JDK classes from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2018-14721,CWE-918 Server-Side Request Forgery (SSRF),FasterXML jackson-databind 2.x before 2.9.7 might allow remote attackers to conduct server-side request forgery (SSRF) attacks by leveraging failure to block the axis2-jaxws class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,10.0,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2018-19360,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the axis2-transport-jms class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,39
"","Mon, 12 Oct 2020 15:03:36 -0500",bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar: jackson-databind-2.6.7.1.jar,C:\Users\daves\git\beneficiary-fhir-data\apps\bfd-pipeline\bfd-pipeline-app\target\bfd-pipeline-app-1.0.0-SNAPSHOT-capsule-fat.jar\jackson-databind-2.6.7.1.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,64b1f0dd38101359a7a1bb07faa003f3,306775aeb5164835a1dcbdf3f945587045cfb3b5,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.7.1,"cpe:2.3:a:fasterxml:jackson:2.6.7.1:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-databind:2.6.7.1:*:*:*:*:*:*:*",CVE-2018-19361,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the openjpa class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,39
